Date,Ter_N,Sp_N,Sp,Time,T_lizard,T_sub,T_air,Delta_Time,Time_initial,N_group,N_total,Sub_type,N_ser,Group,Season
NA,E,2510+200,D.armeniaca,NA,19.2,19.6,18.3,NA,NA,1,1,rock,NA,F,autumn
NA,E,2510+200,D.armeniaca,NA,19.2,19.6,16.5,NA,NA,1,1,rock,NA,F,autumn
22.10.21?,D,4023.0,D.armeniaca,1899-12-31 16:58:00,19,20.9,18.1,86,1899-12-31 15:32:00,1,1,rock,NA,F,autumn
NA,E,2510+200,D.armeniaca,1899-12-31 17:15:00,16.9,18.8,17.8,103,1899-12-31 15:32:00,1,1,rock,NA,F,autumn
44504.0,E,133+50,D.armeniaca,1899-12-31 13:41:00,22.3,24.6,20.9,15,1899-12-31 13:26:00,1,4,rock,NA,F,autumn
NA,E,133+50,D.armeniaca,1899-12-31 15:45:00,31.5,38,23.5,8,1899-12-31 15:37:00,2,4,rock,NA,T,autumn
NA,E,4023.0,D.armeniaca,1899-12-31 15:45:00,32,32.5,23.7,8,1899-12-31 15:37:00,2,4,rock,NA,T,autumn
NA,E,133+50,D.armeniaca,1899-12-31 15:59:00,27.2,29.5,24,22,1899-12-31 15:37:00,2,4,rock,NA,T,autumn
NA,E,4023.0,D.armeniaca,1899-12-31 15:59:00,25.3,30.9,24.8,22,1899-12-31 15:37:00,2,4,rock,NA,T,autumn
44505.0,A,133+50,D.armeniaca,1899-12-31 13:07:00,30.9,32.9,24.5,4,1899-12-31 13:03:00,1,4,rock,NA,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 13:09:00,28.7,31,21.9,6,1899-12-31 13:03:00,1,4,rock,NA,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 13:16:00,23.4,27.1,20.1,13,1899-12-31 13:03:00,1,4,rock,NA,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 13:53:00,20,21.3,19.5,50,1899-12-31 13:03:00,1,4,rock,NA,F,autumn
44506.0,A,132.0,D.armeniaca,1899-12-31 14:26:00,27.8,29.5,19.6,4,1899-12-31 14:22:00,1,7,rock,NA,F,autumn
NA,A,132.0,D.armeniaca,1899-12-31 14:32:00,24.8,25.9,18.1,10,1899-12-31 14:22:00,1,7,rock,NA,F,autumn
NA,A,424.0,D.armeniaca,1899-12-31 14:55:00,18.3,19.8,18.1,33,1899-12-31 14:22:00,1,7,rock,NA,F,autumn
NA,A,133+50,D.armeniaca,1899-12-31 14:22:00,17.3,19.2,16.9,0,1899-12-31 14:22:00,1,7,rock,NA,F,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 11:59:00,26.5,23.7,18.4,6,1899-12-31 11:53:00,1,7,rock,NA,F,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:03:00,21.8,16.4,16.7,10,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:03:00,20.9,16.4,16.7,10,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:05:00,20.7,16.5,16.4,12,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:05:00,20.2,16.5,16.4,12,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 12:06:00,17.6,15.2,16.2,13,1899-12-31 11:53:00,1,7,gravel,i,F,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:08:00,19.1,16.7,16.2,15,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:08:00,18.8,16.7,16.2,15,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 12:10:00,16.1,14.6,16.8,17,1899-12-31 11:53:00,1,7,gravel,i,F,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:11:00,18,16.3,16.3,18,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:11:00,17.8,16.3,16.3,18,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:14:00,17.7,16.5,16.3,21,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:14:00,17.7,16.5,16.3,21,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 12:15:00,15.8,15.1,16.3,22,1899-12-31 11:53:00,1,7,gravel,i,F,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:17:00,17.1,16.4,16.2,24,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:17:00,17.1,16.4,16.2,24,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 12:18:00,15.8,15.2,16.3,25,1899-12-31 11:53:00,1,7,gravel,i,F,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:19:00,16.6,15.7,16.3,26,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:19:00,16.4,15.7,16.3,26,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 12:21:00,16,15.5,16.1,28,1899-12-31 11:53:00,1,7,gravel,i,F,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:23:00,17,15.7,16.8,30,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:23:00,17,15.7,16.8,30,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 12:24:00,15.9,15.2,16.7,31,1899-12-31 11:53:00,1,7,gravel,i,F,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:25:00,16.9,15.5,16.3,32,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:25:00,16.9,15.5,16.3,32,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 12:27:00,15.5,15,16.8,34,1899-12-31 11:53:00,1,7,gravel,i,F,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:28:00,16.6,15.1,16.2,35,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:28:00,16.6,15.1,16.2,35,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:30:00,16.9,15.4,16.5,37,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:30:00,16.9,15.4,16.5,37,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 12:32:00,15.6,15,16.4,39,1899-12-31 11:53:00,1,7,gravel,i,F,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:35:00,16.3,15.1,16.9,42,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:35:00,16.3,15.1,16.9,42,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 12:36:00,15.2,14.9,16.2,43,1899-12-31 11:53:00,1,7,gravel,i,F,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:39:00,16.5,15.5,17,46,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:39:00,16.5,15.5,17,46,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 12:43:00,16.2,15.5,16.5,50,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 12:43:00,16.2,15.5,16.5,50,1899-12-31 11:53:00,3,7,gravel,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 15:10:00,34.7,32,20.2,1,1899-12-31 15:09:00,1,7,rock,i,F,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 15:12:00,25.4,29,20.5,3,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 15:12:00,29.7,28,20.5,3,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 15:12:00,31,26.6,20.5,3,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 15:14:00,25.2,27.5,20.5,5,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 15:14:00,28,27.4,20.5,5,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 15:14:00,28.6,25.5,20.5,5,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 15:16:00,25.6,27.2,20.5,7,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 15:16:00,27.3,26.8,20.5,7,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 15:16:00,27.4,25.4,20.5,7,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 15:18:00,25.1,26.3,20.4,9,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 15:18:00,26.6,26.7,20.4,9,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 15:18:00,26.3,25.4,20.4,9,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 15:20:00,24.4,25.7,20,11,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 15:20:00,25.7,26,20,11,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 15:20:00,25.1,24.1,20,11,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 15:22:00,24.2,25.1,19.9,13,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 15:22:00,25.3,25.3,19.9,13,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 15:22:00,24.3,23.6,19.9,13,1899-12-31 15:09:00,3,7,rock,i,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 15:23:00,23.2,22.7,19,14,1899-12-31 15:09:00,1,7,rock,i,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 15:28:00,19.7,17.7,16.9,19,1899-12-31 15:09:00,2,7,gravel,ii,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 15:28:00,17.6,17.5,16.9,19,1899-12-31 15:09:00,2,7,gravel,ii,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 15:30:00,17.4,17.2,16.8,21,1899-12-31 15:09:00,1,7,gravel,ii,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 15:31:00,18.4,16.9,16.2,22,1899-12-31 15:09:00,2,7,gravel,ii,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 15:31:00,17.2,16.9,16.2,22,1899-12-31 15:09:00,2,7,gravel,ii,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 15:32:00,17.3,17.1,16.3,23,1899-12-31 15:09:00,1,7,gravel,ii,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 15:32:00,18.3,17.1,16.2,23,1899-12-31 15:09:00,2,7,gravel,ii,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 15:32:00,17.3,17.1,16.2,23,1899-12-31 15:09:00,2,7,gravel,ii,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 15:34:00,17.2,17.1,16.2,25,1899-12-31 15:09:00,1,7,gravel,ii,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 15:34:00,17.6,16.9,16.2,25,1899-12-31 15:09:00,2,7,gravel,ii,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 15:34:00,17,16.9,16.2,25,1899-12-31 15:09:00,2,7,gravel,ii,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 15:36:00,17.2,17.2,16.1,27,1899-12-31 15:09:00,1,7,gravel,ii,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 15:36:00,17.4,16.6,16.1,27,1899-12-31 15:09:00,2,7,gravel,ii,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 15:36:00,16.9,16.6,16.1,27,1899-12-31 15:09:00,2,7,gravel,ii,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 15:38:00,16.9,16.9,16.2,29,1899-12-31 15:09:00,1,7,gravel,ii,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 15:38:00,17.1,16.5,16,29,1899-12-31 15:09:00,2,7,gravel,ii,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 15:38:00,16.6,16.5,16,29,1899-12-31 15:09:00,2,7,gravel,ii,T,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 15:40:00,16.6,16.5,16.1,31,1899-12-31 15:09:00,1,7,gravel,ii,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 15:40:00,16.7,16.3,15.9,31,1899-12-31 15:09:00,2,7,gravel,ii,T,autumn
NA,A,133+50,D.armeniaca,1899-12-31 15:40:00,16.4,16.3,15.9,31,1899-12-31 15:09:00,2,7,gravel,ii,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 17:51:00,25.6,30.9,19.2,4,1899-12-31 17:47:00,1,7,rock,iii,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:52:00,19.6,19.4,17.4,5,1899-12-31 17:47:00,2,7,gravel,iii,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 17:52:00,23.4,19.4,17.4,5,1899-12-31 17:47:00,2,7,gravel,iii,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 17:53:00,25.9,27.7,20.6,6,1899-12-31 17:47:00,1,7,rock,iii,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:54:00,19.7,19.1,17.6,7,1899-12-31 17:47:00,2,7,gravel,iii,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 17:54:00,21.2,19.1,17.6,7,1899-12-31 17:47:00,2,7,gravel,iii,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:55:00,19.9,20,17.6,8,1899-12-31 17:47:00,1,7,gravel,iii,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:56:00,19.5,19.2,17.5,9,1899-12-31 17:47:00,2,7,gravel,iii,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 17:56:00,20.5,19.2,17.5,9,1899-12-31 17:47:00,2,7,gravel,iii,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 17:57:00,25,25.5,19.5,10,1899-12-31 17:47:00,1,7,rock,iii,F,autumn
NA,A,534.0,D.armeniaca,1899-12-31 17:58:00,19.5,19.6,17.4,11,1899-12-31 17:47:00,1,7,gravel,iii,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 17:58:00,19,18.7,17.4,11,1899-12-31 17:47:00,2,7,gravel,iii,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 17:58:00,19.5,18.7,17.4,11,1899-12-31 17:47:00,2,7,gravel,iii,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 18:00:00,24.8,25,18.4,13,1899-12-31 17:47:00,1,7,rock,iii,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 18:00:00,19.3,19.1,18,13,1899-12-31 17:47:00,2,7,gravel,iii,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 18:00:00,19.6,19.1,18,13,1899-12-31 17:47:00,2,7,gravel,iii,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 18:00:00,19.8,19.8,18,13,1899-12-31 17:47:00,1,7,gravel,iii,F,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 18:03:00,23.5,23.6,19.4,16,1899-12-31 17:47:00,1,7,rock,iii,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 18:04:00,18.7,18.5,19,17,1899-12-31 17:47:00,2,7,gravel,iii,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 18:04:00,18.8,18.5,19,17,1899-12-31 17:47:00,2,7,gravel,iii,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 18:04:00,19.4,19.5,19,17,1899-12-31 17:47:00,1,7,gravel,iii,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 18:06:00,18.6,18.5,17.9,19,1899-12-31 17:47:00,2,7,gravel,iii,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 18:06:00,18.7,18.5,17.9,19,1899-12-31 17:47:00,2,7,gravel,iii,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 18:06:00,19.4,19.4,17.9,19,1899-12-31 17:47:00,1,7,gravel,iii,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 18:08:00,18.7,18.6,18,21,1899-12-31 17:47:00,2,7,gravel,iii,T,autumn
NA,A,1525+300+400,D.armeniaca,1899-12-31 18:08:00,18.7,18.6,18,21,1899-12-31 17:47:00,2,7,gravel,iii,T,autumn
NA,A,534.0,D.armeniaca,1899-12-31 18:08:00,19.3,19.4,18,21,1899-12-31 17:47:00,1,7,gravel,iii,F,autumn
44508.0,A,132.0,D.armeniaca,1899-12-31 13:45:00,25.3,17.1,17.9,3,1899-12-31 13:42:00,1,7,gravel,iv,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 13:45:00,23.3,19,17.9,3,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 13:45:00,23.5,19.8,17.9,3,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:47:00,23.1,18,17.9,5,1899-12-31 13:42:00,1,7,gravel,iv,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 13:47:00,22.2,19.4,17.9,5,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 13:47:00,22.3,19.7,17.9,5,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:48:00,21.8,18.2,17.8,6,1899-12-31 13:42:00,1,7,gravel,iv,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 13:48:00,21.4,19.4,17.8,6,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 13:48:00,21.2,19.7,17.8,6,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:49:00,20.8,18,17.8,7,1899-12-31 13:42:00,1,7,gravel,iv,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 13:49:00,20.7,19.1,17.8,7,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 13:49:00,20.9,19.7,17.8,7,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:51:00,20.3,18.5,17.8,9,1899-12-31 13:42:00,1,7,gravel,iv,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 13:51:00,20.3,19,17.8,9,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 13:51:00,20.5,19.8,17.8,9,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:52:00,19.4,18,17.8,10,1899-12-31 13:42:00,1,7,gravel,iv,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 13:52:00,19.5,18.3,17.8,10,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 13:52:00,19.7,19,17.8,10,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:53:00,19,18,17.7,11,1899-12-31 13:42:00,1,7,gravel,iv,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 13:53:00,19.2,18.4,17.7,11,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 13:53:00,19.6,18.9,17.7,11,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:54:00,18.7,18.7,17.8,12,1899-12-31 13:42:00,1,7,gravel,iv,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 13:54:00,19.1,19.1,17.8,12,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 13:54:00,19.2,19.2,17.8,12,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:55:00,18.6,18.6,17.7,13,1899-12-31 13:42:00,1,7,gravel,iv,F,autumn
NA,A,4023.0,D.armeniaca,1899-12-31 13:55:00,19.2,19.2,17.7,13,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,2510+200,D.armeniaca,1899-12-31 13:55:00,19.5,19.5,17.7,13,1899-12-31 13:42:00,2,7,gravel,iv,T,autumn
NA,A,132.0,D.armeniaca,1899-12-31 13:56:00,18.5,18.5,17.6,14,1899-12-31 13:42:00,1,7,gravel,iv,F,autumn
